Siruta,Y_c1,Y_c2
38456,-0.10457464480207285,-5.2856768425957e-05
38492,-0.09548654776931348,-5.286146443731254e-05
38544,-0.10433099608805785,-5.285689432439442e-05
38580,-0.08620353176534212,-5.286626116741231e-05
38633,-0.08096508441401971,-5.286896798361214e-05
38679,-0.10299092816097537,-5.285758676574574e-05
38731,-0.11946158122838912,-5.284907603204229e-05
38811,-0.08664209945056912,-5.286603455025802e-05
38848,-0.11848698637232914,-5.284957962575116e-05
38893,-0.1013097520342719,-5.285845546487924e-05
38982,-0.054772847657407614,-5.288250206458372e-05
39051,-0.09365918241420101,-5.286240867552482e-05
39122,-0.06739385104338443,-5.287598052603579e-05
39168,-0.026558326574471054,-5.289708110250874e-05
39220,-0.10172395484809739,-5.285824143757134e-05
39266,-0.08142801697064819,-5.286872877658369e-05
39328,-0.03442818003715542,-5.289301458328907e-05
39391,-0.043808655526732784,-5.2888167493823924e-05
39417,-0.006286753568423355,-5.290755585168236e-05
39532,-0.09992095436438643,-5.28591730859511e-05
39612,-0.1199732435278206,-5.284881164533453e-05
39658,-0.1211427573550926,-5.2848207332895325e-05
39694,-0.08610607227973613,-5.286631152677096e-05
39738,-0.0485598054500252,-5.2885712474485265e-05
39792,-0.09711899415321397,-5.286062091785837e-05
39836,-0.0618386603638425,-5.287885101017141e-05
39872,0.023633308512618172,-5.2923016178610536e-05
39942,-0.1194859460997906,-5.2849063442182024e-05
39959,-0.13517692328235636,-5.2840955583429357e-05
39967,-0.11880372970054864,-5.2849415957788025e-05
39975,-0.09334243908598153,-5.286257234348837e-05
39983,-0.11885245944335163,-5.2849390778108706e-05
40035,-0.1342023284262964,-5.284145917715126e-05
40198,6.919086834108224,-5.648604240043362e-05
40214,-0.02434112327693457,-5.289822677818936e-05
40241,0.46568517035002593,-5.315143369587195e-05
40278,0.8043568828308707,-5.3326432510343076e-05
40303,-0.043857385269535795,-5.2888142314151545e-05
40367,0.26162937236246653,-5.304599376276553e-05
40394,-0.019687432839248148,-5.290063143815918e-05
40438,0.7085785733515757,-5.327694183838592e-05
40465,0.045464233288361855,-5.293429667771506e-05
40492,0.4788909306496388,-5.315825739063844e-05
40526,-0.08349903103977568,-5.2867658639961344e-05
40544,-0.12835475928993648,-5.2844480739431374e-05
40606,-0.055065226114225624,-5.288235098647392e-05
40633,-0.040616857373136334,-5.288981676322718e-05
40688,-0.05757480786858007,-5.288105423265564e-05
40704,-0.10452591505926986,-5.285679360566408e-05
40768,-0.10260109021855139,-5.2857788203235e-05
40820,-0.1213376763263046,-5.2848106614150694e-05
40857,-0.09512107469829098,-5.2861653284955e-05
40900,-0.04780449443657873,-5.2886102759616776e-05
40928,-0.043296993227301295,-5.288843188052475e-05
40955,0.010646832055618867,-5.29163057924221e-05
40991,-0.15086790046492216,-5.283284772473136e-05
41033,-0.05289675255949215,-5.2883471482482256e-05
41088,-0.018859027211597157,-5.290105949280946e-05
41113,-0.11495408001911168,-5.285140515294333e-05
41177,-0.042687871442263804,-5.2888746626597894e-05
41248,-0.10688930758521531,-5.285557239089723e-05
41284,-0.10335640123199787,-5.285739791810328e-05
41346,-0.12591827214978651,-5.284573972371006e-05
41382,-0.09175872244488405,-5.2863390683249354e-05
41417,-0.09782557542385746,-5.286025581241984e-05
41471,-0.0561616453272931,-5.2881784443553284e-05
41541,-0.11853571611513214,-5.284955444608571e-05
41578,-0.11595303974657317,-5.2850888969401954e-05
41621,-0.0879090727634471,-5.286537987843241e-05
41667,0.06439573836732705,-5.294407898555052e-05
41701,-0.08471727460985067,-5.286702914782894e-05
41738,-0.09085722220302854,-5.286385650743208e-05
41818,-0.09875144053711443,-5.285977739839031e-05
41854,-0.08067270595720172,-5.286911906172888e-05
41925,-0.029628300371060005,-5.289549478232073e-05
41943,-0.11753675638767065,-5.285007062961321e-05
42003,0.056525884904642665,-5.294001246634146e-05
42058,-0.061375727807214,-5.287909021718618e-05
42076,-0.14377772288708573,-5.2836511368962515e-05
42101,-0.11249322800756023,-5.285267672706883e-05
42156,-0.11434495823407419,-5.285171989900974e-05
42183,-0.08357212565398019,-5.2867620870435624e-05
42236,-0.1158799451323687,-5.2850926738941545e-05
42307,-0.09319624985757252,-5.28626478825398e-05
42398,-0.04799941340779073,-5.288600204087929e-05
42449,-0.13110798975830595,-5.2843058087189974e-05
42456,-0.10201633330491539,-5.28580903594546e-05
42464,-0.1327891658850094,-5.284218938805605e-05
42472,-0.13520128815375787,-5.28409429936103e-05
42480,-0.1431442362306468,-5.2836838704861854e-05
42498,-0.12070418966986558,-5.284843395004962e-05
42682,4.963659714909471,-5.547563197900251e-05
42708,-0.028848624486212008,-5.289589765727802e-05
42753,-0.07068310868258687,-5.2874280897253695e-05
42771,-0.1329840848562214,-5.284208866928409e-05
42824,-0.09217292525870953,-5.2863176655927576e-05
42842,-0.09402465548522351,-5.286221982788237e-05
42913,-0.10430663121665636,-5.2856906914241226e-05
42968,-0.10591471272915533,-5.2856075984619553e-05
43019,-0.0947556016272685,-5.2861842132597456e-05
43073,-0.07899152983049824,-5.286998776086238e-05
43117,-0.13546930173917437,-5.284080450532649e-05
43180,-0.09283077678655002,-5.2862836730182255e-05
43242,-0.12521169087914302,-5.284610482914858e-05
43279,-0.11570939103255817,-5.285101486781203e-05
43313,-0.08678828867897811,-5.286595901117883e-05
43331,0.10018773445613,-5.296257346458521e-05
43411,0.0037759383203959797,-5.291275545675514e-05
43466,-0.09136888450246006,-5.286359212075208e-05
43493,-0.09950675155056092,-5.2859387113259e-05
43563,-0.08513147742367615,-5.2866815120493284e-05
43625,-0.08912731633352208,-5.286475038628613e-05
43652,-0.06715020232936943,-5.2876106424459746e-05
43698,-0.14277876315962426,-5.2837027552504314e-05
43732,-0.1205092706986536,-5.284853466879425e-05
43787,-0.12516296113634,-5.2846130008827904e-05
43812,-0.10357568507461136,-5.285728460952613e-05
43867,-0.10659692912839733,-5.2855723469027844e-05
43929,-0.13695555889466585,-5.284003652490986e-05
43992,-0.12428582576588607,-5.284658324317812e-05
44060,-0.08564313972310764,-5.28665507337994e-05
44113,-0.11010547061021327,-5.285391053165431e-05
44140,-0.05594236148467959,-5.288189775213043e-05
44177,-0.07974684084394473,-5.2869597475758414e-05
44202,-0.08744614020681861,-5.286561908541964e-05
44257,-0.11680581024562565,-5.2850448324898124e-05
44300,-0.0428827904134758,-5.288864590785347e-05
44328,-0.07740781318940076,-5.287080610065112e-05
44355,-0.10925270011116077,-5.285435117614426e-05
44391,-0.0694405002411104,-5.287492297924637e-05
44435,-0.07947882725852824,-5.286973596401489e-05
44462,-0.10961817318218327,-5.28541623285018e-05
44505,-0.01154956579114727,-5.290483644564032e-05
44532,-0.09156380347367203,-5.286349140200744e-05
44560,-0.08649591022216013,-5.2866110089309446e-05
44818,3.135392859555143,-5.453092794743414e-05
44845,0.8253837668503649,-5.333729754457262e-05
44863,-0.11108006546627323,-5.285340693794545e-05
44934,-0.10937452446816827,-5.285428822693922e-05
44989,-0.1300115705452385,-5.284362463011734e-05
45003,-0.062009214463653005,-5.287876288128726e-05
45101,0.04334448947643139,-5.293320136139278e-05
45245,-0.10252799560434689,-5.285782597276071e-05
45334,-0.14475231774314573,-5.283600777526753e-05
45361,-0.11471043130509669,-5.285153105136729e-05
45389,-0.14355843904447224,-5.2836624677525785e-05
45496,-0.10959380831078176,-5.28541749183482e-05
45539,-0.10976436241059226,-5.2854086789450375e-05
45619,-0.10384369866002785,-5.285714612124191e-05
45673,-0.09536472341230598,-5.286152738653105e-05
45753,-0.05460229355759712,-5.288259019348175e-05
45815,-0.08064834108580023,-5.2869131651575687e-05
45888,-0.15025877867988463,-5.283316247078389e-05
45959,-0.10908214601135029,-5.285443930505596e-05
46019,-0.07925954341591472,-5.2869849272592035e-05
46108,-0.15617944243044907,-5.28301031390197e-05
46180,-0.08598424792272863,-5.286637447600333e-05
46251,-0.12421273115168155,-5.2846621012689964e-05
46313,-0.053652063572938634,-5.2883081197350745e-05
46377,-0.0358900723212454,-5.289225919271925e-05
46439,-0.14448430415772925,-5.283614626352442e-05
46484,-0.0492663867206687,-5.288534736904002e-05
46554,-0.1210209329980851,-5.2848270282100364e-05
46769,-0.06605378311630195,-5.287667296738711e-05
46803,-0.08693447790738713,-5.28658834721274e-05
46830,-0.1144180528482787,-5.285168212948403e-05
46867,-0.06673599951554392,-5.287632045176765e-05
46910,-0.07865042163087725,-5.2870164018658444e-05
47006,-0.03800981613317588,-5.289116387641757e-05
47079,-0.08539949100909265,-5.286667663223681e-05
47159,-0.13186330077175243,-5.284266780207214e-05
47186,-0.0736799878649713,-5.2872732346587925e-05
47300,-0.10043261666381792,-5.285890869922946e-05
47337,-0.11753675638767065,-5.285007062961321e-05
47373,0.045196219702945344,-5.2934158189458804e-05
47417,-0.1542302527183291,-5.283111032640967e-05
47453,-0.004971050512742371,-5.2908235703187866e-05
47578,-0.11841389175812464,-5.284961739529075e-05
47630,-0.10969126779638777,-5.285412455897609e-05
47774,-0.10691367245661682,-5.28555598010643e-05
47818,-0.14813903486795418,-5.283425778709903e-05
47854,-0.12662485342043,-5.2845374618258086e-05
47916,0.10318461363851446,-5.29641220152371e-05
48021,-0.14918672433821864,-5.283371642386445e-05
48138,-0.06992779766914038,-5.2874671182384995e-05
48165,-0.16024837595449948,-5.282800063523132e-05
48227,-0.11110443033767477,-5.285339434811293e-05
48325,0.01885779371792427,-5.2920548569404665e-05
48487,-0.08968770837575658,-5.286446081989946e-05
48557,-0.03250335519643695,-5.289400918085999e-05
48682,-0.09188054680189153,-5.2863327734044315e-05
48744,0.014033549180427337,-5.2918055780543864e-05
48771,-0.020272189752884143,-5.2900329281936e-05
48842,-0.07526370450606878,-5.2871914006799184e-05
48922,-0.13795451862212732,-5.283952034139582e-05
48968,-0.05070391413335718,-5.288460456833026e-05
49019,-0.14333915520185875,-5.283673798611681e-05
49046,-0.07657940756174977,-5.2871234155308135e-05
49073,-0.05362769870153714,-5.288309378719735e-05
49153,-0.08722685636420513,-5.286573239402454e-05
49206,-0.08647154535075861,-5.286612267914196e-05
49233,-0.13678500479485534,-5.284012465383503e-05
49313,-0.1012122925486659,-5.2858505824265226e-05
49439,-0.11341909312081723,-5.285219831305316e-05
49484,-0.09122269527405104,-5.286366765978963e-05
49545,-0.00830903789474783,-5.290651089473922e-05
49625,-0.09378100677120851,-5.2862345726306324e-05
49643,-0.057891551196799576,-5.2880890564713115e-05
49769,-0.06364166084755347,-5.2877919361812464e-05
49849,-0.05947526783789704,-5.288007222492438e-05
49894,-0.09309879037196654,-5.286269824192579e-05
49956,0.066686036279068,-5.294526243079165e-05
50022,-0.031577490083179977,-5.289448759489647e-05
50068,-0.15181813044958065,-5.283235672085543e-05
50102,0.05175037010994876,-5.293754485713559e-05
50228,-0.09728954825302445,-5.286053278894666e-05
50326,-0.08379140949659365,-5.286750756183073e-05
50399,-0.13359320664125887,-5.284177392323155e-05
50415,-0.04631823728108725,-5.288687074002646e-05
50479,-0.062131038820660504,-5.2878699932068546e-05
50549,-0.1138820256774457,-5.28519591060243e-05
50564,-0.13707738325167335,-5.2839973575732165e-05
50790,1.989050024985987,-5.393858843517092e-05
50889,0.057646668989111666,-5.294059159910155e-05
50923,-0.04410103398355079,-5.288801641572106e-05
50969,0.29683661153763347,-5.306418608553898e-05
50987,-0.15235415762041363,-5.283207974431473e-05
51010,0.5737921047584797,-5.3207294828342526e-05
51056,0.16039333168923559,-5.299368296604444e-05
51118,0.1555447222803372,-5.299117758730612e-05
51207,0.1393177179269384,-5.298279275206744e-05
51243,-0.11071459239525075,-5.28535957855879e-05
51305,-0.12740452930527799,-5.284497174327997e-05
51332,-0.1073035103990408,-5.285535836357545e-05
51387,-0.1393433162920128,-5.283880272033784e-05
51449,-0.1024549009901424,-5.285786374230031e-05
51500,-0.0739967311931908,-5.287256867863825e-05
51546,-0.13610278839561338,-5.284047716942715e-05
51573,-0.09633931826836598,-5.286102379280872e-05
51626,-0.14185289804636728,-5.283750596653344e-05
51662,-0.16273359283745245,-5.282671647127373e-05
51699,-0.1204361760844491,-5.2848572438319964e-05
51751,-0.1019432386907109,-5.2858128128980314e-05
51804,-0.09748446722423647,-5.286043207021591e-05
51840,-0.14604365592742521,-5.2835340513568193e-05
51877,-0.10204069817631688,-5.285807776960779e-05
51948,-0.13088870591569243,-5.2843171395753244e-05
51984,-0.14416756082950974,-5.2836309931473254e-05
52035,-0.1534262119620796,-5.283152579120642e-05
52062,-0.1423158306029958,-5.283726675956009e-05
52115,-0.12694159674864952,-5.2845210950322294e-05
52160,-0.09772811593825145,-5.2860306171778494e-05
52570,-0.129158800046186,-5.2844065274634626e-05
52650,-0.12272647399619008,-5.284738899310659e-05
52696,-0.11758548613047365,-5.285004544993431e-05
52721,-0.13810070785053633,-5.283944480234439e-05
52758,-0.13822253220754385,-5.283938185311201e-05
52785,-0.12762381314789148,-5.284485843470283e-05
52856,-0.126527393934824,-5.2845424977630194e-05
52909,-0.13473835559712938,-5.28411822006114e-05
52936,-0.12435892038009054,-5.284654547363853e-05
52954,-0.15072171123651315,-5.2832923263782794e-05
52990,-0.1198514191708131,-5.2848874594539565e-05
53023,-0.11775604023028415,-5.284995732103607e-05
53069,-0.14580000721341022,-5.283546641200603e-05
53103,-0.1286958674895575,-5.284430448163573e-05
53130,-0.11051967342403876,-5.285369650433253e-05
53167,-0.10508630710150434,-5.285650403926311e-05
53210,-0.14331479033045724,-5.283675057596362e-05
53247,-0.09831287285188746,-5.286000401557235e-05
53274,-0.06914812178429239,-5.287507405734923e-05
53327,-0.15303637401965559,-5.283172722869568e-05
53345,-0.14360716878727525,-5.283659949786076e-05
53372,-0.08632535612234962,-5.286619821817993e-05
53425,-0.11022729496722077,-5.285384758244927e-05
53489,-0.12180060888293308,-5.2847867407122255e-05
53513,-0.10028642743540893,-5.285898423829477e-05
53577,-0.10949634882517577,-5.285422527773418e-05
53639,-0.13098616540129843,-5.284312103640848e-05
53675,-0.11829206740111714,-5.284968034449579e-05
53700,-0.13091307078709394,-5.2843158805920314e-05
53728,-0.12260464963918258,-5.284745194231163e-05
53755,-0.13091307078709394,-5.2843158805920314e-05
53791,-0.1334957471556529,-5.28418242825902e-05
53853,-0.11799968894429914,-5.284983142259865e-05
54056,-0.09643677775397197,-5.286097343345049e-05
54109,-0.11707382383104216,-5.2850309836628194e-05
54163,-0.14163361420375378,-5.283761927512446e-05
54270,-0.07099985201080636,-5.2874117229304025e-05
54305,-0.12124021684069859,-5.284815697350934e-05
54350,-0.12930498927459497,-5.284398973555544e-05
54387,-0.10635328041438233,-5.285584936745139e-05
54412,-0.08518020716647916,-5.2866789940827836e-05
54485,-0.15125773840734613,-5.283264628718742e-05
54500,-0.13537184225356838,-5.284085486471206e-05
54537,-0.1326186117851989,-5.284227751692654e-05
54573,-0.14151178984674628,-5.283768222435684e-05
54617,-0.06905066229868638,-5.2875124416707464e-05
54699,-0.14884561613859765,-5.283389268166093e-05
54975,7.673447617570053,-5.687583652274486e-05
55008,0.7798945519437651,-5.331379230830943e-05
55062,-0.09707026441041096,-5.286064609752381e-05
55106,-0.1419503575319733,-5.283745560720255e-05
55160,-0.0818909495272767,-5.2868489569582596e-05
55259,1.227111766518291,-5.354487887226997e-05
55277,-0.028799894743409014,-5.2895922836967644e-05
55311,-0.12106966274088808,-5.284824510240717e-05
55357,0.519970103832567,-5.317948386556824e-05
55384,0.39636711121275947,-5.3115615593252414e-05
55446,0.06468811682414505,-5.294423006366726e-05
55473,-0.004581212570318381,-5.290843714067603e-05
55598,-0.14458176364333522,-5.283609590413801e-05
55623,-0.14048846524788328,-5.283821099771769e-05
55687,0.12060549669058669,-5.297312375281648e-05
55776,-0.13096180052989695,-5.284313362624141e-05
55838,0.0934873948207176,-5.295911125782944e-05
55918,-0.11982705429941162,-5.284888718439984e-05
56014,-0.13766214016530937,-5.2839671419526436e-05
56096,-0.13354447689845592,-5.284179910289741e-05
56210,-0.05109375207578117,-5.288440313083447e-05
56265,-0.13634643710962838,-5.284035127101707e-05
56327,-0.13880728912117982,-5.283907969687853e-05
56354,-0.11185974135112123,-5.285300406299509e-05
56425,-0.11054403829544025,-5.285368391448614e-05
56461,-0.11010547061021327,-5.285391053165431e-05
56522,-0.10228434689033189,-5.2857951871184256e-05
56568,-0.0942195744564355,-5.2862119109151615e-05
56666,-0.053408414858923635,-5.288320709577449e-05
56773,-0.12438328525149205,-5.2846532883792135e-05
56844,-0.07431347452141032,-5.2872405010689e-05
56988,-0.09331807421458002,-5.286258493333476e-05
57083,-0.10835119986930529,-5.285481700034087e-05
57163,-0.13176584128614643,-5.2842718161443827e-05
57225,-0.13439724739750838,-5.28413584584348e-05
57314,-0.1135165526064232,-5.285214795366676e-05
57350,-0.0679298782142174,-5.287570354948164e-05
57449,-0.1363220722382269,-5.284036386086388e-05
57546,-0.1347870853399324,-5.284115702094554e-05
57582,-0.07823621881705176,-5.287037804600756e-05
57644,-0.10476956377328486,-5.285666770724012e-05
57706,0.5161935487653346,-5.317753243991048e-05
57742,-0.07046382483997338,-5.287439420583084e-05
57831,-0.1321313143571689,-5.2842529313801374e-05
57902,0.04207751616355338,-5.293254668959514e-05
57948,-0.1135165526064232,-5.285214795366676e-05
58008,-0.07099985201080636,-5.2874117229304025e-05
58142,-0.06371475546175799,-5.287788159229369e-05
58204,-0.13210694948576743,-5.284254190366206e-05
58259,-0.06476244493202246,-5.287734022905217e-05
58311,-0.05579617225627061,-5.288197329119574e-05
58357,-0.11210339006513623,-5.2852878164557675e-05
58393,-0.1346896258543264,-5.2841207380304184e-05
58464,-0.13135163847232095,-5.284293218876602e-05
58534,-0.13171711154334342,-5.2842743341123565e-05
58552,-0.07665250217595428,-5.287119638578242e-05
58623,-0.0887131135196966,-5.286496441360791e-05
58721,-0.09134451963105854,-5.286360471057113e-05
58794,-0.14260820905981375,-5.283711568142947e-05
58856,-0.12777000237630048,-5.284478289563752e-05
58918,-0.13244805768538842,-5.284236564583865e-05
58990,-0.1531825632480646,-5.2831651689644255e-05
59041,-0.04690299419472324,-5.2886568583799714e-05
59130,-0.13637080198102985,-5.2840338681171096e-05
59238,-0.13359320664125887,-5.284177392323155e-05
59283,-0.13359320664125887,-5.284177392323155e-05
59327,-0.06824662154243691,-5.2875539881518503e-05
59416,-0.11139680879449274,-5.2853243269982314e-05
59434,-0.13169274667194195,-5.284275593098342e-05
59498,-0.1362733424954239,-5.284038904052975e-05
59586,-0.1146129718194907,-5.2851581410753275e-05
59657,-0.12935371901739798,-5.284396455586266e-05
59693,-0.055503793799452604,-5.288212436929187e-05
59764,-0.11553883693274768,-5.285110299672373e-05
59826,-0.12562589369296853,-5.28458908018268e-05
59880,-0.10330767148919488,-5.285742309779648e-05
59942,-0.1206310950556611,-5.284847171958921e-05
60026,-0.14716444001189422,-5.2834761380821776e-05
60062,-0.023829460977503086,-5.289849116489029e-05
60099,-0.13668754530924937,-5.2840175013221426e-05
60169,-0.11168918725131073,-5.2853092191865575e-05
60419,7.577401294505342,-5.682620736301041e-05
60455,0.09767815270177556,-5.2961276710753056e-05
60482,0.8591047488700403,-5.335472188695803e-05
60507,0.8458502588276245,-5.334787301266113e-05
60534,0.02677637692341165,-5.2924640268303454e-05
60570,0.023389659798603177,-5.292289028018342e-05
60598,-0.02982321934227199,-5.289539406356589e-05
60632,-0.010185132992663295,-5.290554147683976e-05
60687,0.21058496677632482,-5.301961804215938e-05
60721,0.0033617355065704933,-5.2912541429421314e-05
60776,0.3027085455453949,-5.306722023766424e-05
60801,0.10364754619514296,-5.296436122222433e-05
60847,0.9533724363224425,-5.3403431988761105e-05
60883,-0.11181101160831823,-5.2853029242660536e-05
60945,-0.07843113778826374,-5.287027732724947e-05
61005,-0.09962857590756842,-5.285932416405396e-05
61069,-0.027800935015947534,-5.289643902052627e-05
61121,-0.03788799177616838,-5.289122682562261e-05
61167,-0.13500636918254588,-5.2841043712354514e-05
61210,-0.08708066713579611,-5.286580793306209e-05
61256,-0.08398632846780567,-5.2867406843113846e-05
61283,-0.09336680395738302,-5.286255975364156e-05
61318,0.06144758892774559,-5.294255561458489e-05
61372,-0.033599774409504436,-5.289344263794629e-05
61452,-0.1208016491554716,-5.284838359067751e-05
61513,-0.016690553656863706,-5.2902179988831784e-05
61559,-0.09068666810321807,-5.28639446363442e-05
61620,0.17644978194282382,-5.3001979672467325e-05
61675,-0.10932579472536529,-5.285431340661854e-05
61737,-0.08459545025284317,-5.286709209703398e-05
61808,-0.12759944827649,-5.2844871024563095e-05
61826,-0.10352695533180835,-5.285730978919158e-05
61871,-0.09548654776931348,-5.286146443731254e-05
61951,-0.11902301354316214,-5.2849302649210884e-05
62020,-0.10693803732801829,-5.285554721120403e-05
62057,-0.09117396553124806,-5.286369283949671e-05
62137,-0.10978872728199378,-5.285407419963132e-05
62191,0.0810125806631498,-5.2952665258319275e-05
62253,-0.07923517854451324,-5.28698618624523e-05
62280,-0.039106235346243357,-5.2890597333483265e-05
62360,0.11383206244096979,-5.296962377652112e-05
62397,-0.02901917858602251,-5.2895809528390395e-05
62440,-0.03593880206404841,-5.289223401304686e-05
62486,-0.10428226634525486,-5.2856919504087614e-05
62538,-0.04731719700854873,-5.288635455647121e-05
62609,-0.12513859626493853,-5.2846142598688176e-05
62672,-0.08671519406477361,-5.286599678070455e-05
62707,-0.08315792284015466,-5.286783489775741e-05
62761,-0.03289319313886096,-5.289380774339522e-05
62798,-0.07492259630644782,-5.2872090264609126e-05
62823,-0.13746722119409735,-5.2839772138215975e-05
62878,-0.11137244392309126,-5.285325585984258e-05
62903,-0.1156362964183537,-5.285105263735162e-05
62949,-0.1329840848562214,-5.284208866928409e-05
62985,-0.12906134056057997,-5.284411563396552e-05
63045,-0.12574771804997603,-5.28458278526083e-05
63072,-0.019370689511028664,-5.2900795106125984e-05
63125,0.18870531225777817,-5.300831236333095e-05
63152,0.08854132592621321,-5.295655551970472e-05
63161,-0.15630126678745657,-5.283004018978732e-05
63170,-0.15174503583537616,-5.283239449039502e-05
63189,-0.12309194706721256,-5.284720014546414e-05
63198,-0.10048134640662092,-5.285888351955014e-05
63278,-0.1414143303611403,-5.283773258371549e-05
63286,-0.09273331730094404,-5.286288708956824e-05
63294,-0.11765858074467815,-5.2850007680394715e-05
63300,-0.06369039059035647,-5.2877894182126206e-05
63318,-0.11436932310547569,-5.285170730916293e-05
63326,-0.1418285331749658,-5.2837518556380245e-05
63334,-0.13023085438785195,-5.284351132152632e-05
63394,1.416597371407753,-5.3642790079344056e-05
63447,0.05820706103134616,-5.294088116547476e-05
63526,0.10637641179211092,-5.2965771284619754e-05
63553,-0.14536143952818323,-5.283569302918807e-05
63580,0.05825579077414916,-5.294090634516775e-05
63633,-0.07197444686686635,-5.28736136355817e-05
63688,-0.051069387204379674,-5.2884415720687804e-05
63740,0.3241496323787146,-5.3078299299283697e-05
63777,-0.1292806244031935,-5.284400232540225e-05
63802,-0.055966726356081097,-5.288188516228404e-05
63866,-0.09614439929715397,-5.286112451156723e-05
63893,-0.10713295629923031,-5.285544649248715e-05
63937,-0.08971207324715808,-5.286444823006653e-05
64005,-0.13352011202705438,-5.284181169277115e-05
64041,-0.04553856139623925,-5.288727361498376e-05
64096,-0.07979557058674774,-5.286957229606563e-05
64130,-0.08737304559261412,-5.286565685495923e-05
64194,-0.07170643328144984,-5.287375212385163e-05
64238,-0.13140036821512394,-5.284290700908628e-05
64265,-0.11651343178880767,-5.2850599403001406e-05
64318,-0.043954844755141775,-5.288809195475862e-05
64345,-0.10486702325889084,-5.285661734784026e-05
64390,-0.11329726876380973,-5.285226126227166e-05
64425,-0.1209234735124791,-5.284832064147247e-05
64461,-0.12297012271020506,-5.2847263094669176e-05
64504,-0.14402137160110073,-5.283638547055244e-05
64568,-0.14034227601947433,-5.283828653679688e-05
64602,-0.08262189566932168,-5.2868111874297684e-05
64639,-0.05657584814111858,-5.28815704162109e-05
64719,-0.1267954075202405,-5.284528648935984e-05
64773,-0.1139794851630517,-5.2851908746652194e-05
64826,-0.055991091227482595,-5.288187257243744e-05
64871,-0.07504442066345532,-5.287202731540409e-05
64906,-0.11078768700945525,-5.285355801606219e-05
64942,-0.04719537265154123,-5.2886417505682975e-05
64997,-0.12491931242232504,-5.284625590726532e-05
65011,-0.03971535713128085,-5.2890282587417066e-05
65048,-0.05133740078979617,-5.2884277232410724e-05
65099,-0.14187726291776878,-5.2837493376714384e-05
65105,-0.13788142400792283,-5.283955811090766e-05
65113,-0.13101053027269993,-5.284310844656167e-05
65121,-0.12562589369296853,-5.28458908018268e-05
65139,-0.12487058267952204,-5.284628108694464e-05
65147,-0.14643349386984922,-5.283513907610668e-05
65154,-0.14185289804636728,-5.283750596653344e-05
65342,2.111191125321705,-5.400170131685808e-05
65379,-0.018664108240385172,-5.29011602115644e-05
65413,-0.053310955373317634,-5.288325745513987e-05
65431,0.04378305716165836,-5.293342797858197e-05
65477,0.005700763161114472,-5.291375005431212e-05
65501,-0.0625208767630845,-5.2878498494586434e-05
65609,0.016445671449175785,-5.291930217499329e-05
65645,-0.11904737841456363,-5.284929005936407e-05
65681,0.2039089920123139,-5.301616842520879e-05
65707,-0.11590431000377018,-5.285091414908127e-05
65752,-0.03299065262446694,-5.289375738400556e-05
65841,0.33007029612927896,-5.308135863110424e-05
65869,-0.07355816350796382,-5.2872795295792964e-05
65921,0.2052490599393964,-5.3016860866600914e-05
66009,-0.06449443134660596,-5.287747871731558e-05
66081,0.08245010807583829,-5.295340805902882e-05
66152,-0.06800297282842191,-5.287566577995592e-05
66198,0.04400234100427188,-5.293354128714524e-05
66223,-0.11626978307479267,-5.285072530143882e-05
66330,-0.05889051092426105,-5.288037438115786e-05
66401,-0.12499240703652956,-5.284621813775348e-05
66438,-0.05962145706630604,-5.287999668586601e-05
66474,-0.0010726710885024314,-5.2910250078030346e-05
66526,-0.1016995899766959,-5.2858254027417734e-05
66580,-0.09543781802651048,-5.286148961700533e-05
66697,0.035961933441777,-5.2929386639037946e-05
66731,-0.04366246629832378,-5.28882430328823e-05
66768,-0.06459189083221198,-5.287742835794347e-05
66857,0.02655709308079813,-5.292452695974355e-05
66955,-0.13525001789656085,-5.2840917813917514e-05
67014,-0.017324040313302695,-5.290185265291562e-05
67121,-0.08362085539678318,-5.2867595690756305e-05
67167,-0.08605734253693313,-5.286633670647762e-05
67256,-0.05089883310456916,-5.288450384957196e-05
67292,-0.08150111158485271,-5.286869100707186e-05
67327,-0.006676591510847345,-5.2907354414194194e-05
67407,0.044051070747074865,-5.2933566466845175e-05
67470,-0.06890447307027739,-5.287519995577277e-05
67522,-0.06386094469016698,-5.2877806053235316e-05
67595,0.008161615172665912,-5.29150216284521e-05
67648,-0.03854584330400887,-5.2890886899863416e-05
67675,-0.09110087091704354,-5.2863730609008546e-05
67737,-0.004069550270886892,-5.2908701527377336e-05
67773,-0.09663169672518397,-5.286087271470586e-05
67835,-0.04449087192597477,-5.288781497822507e-05
67906,-0.0356707884786319,-5.289237250129639e-05
67942,-0.1138820256774457,-5.28519591060243e-05
68002,-0.04283406067067279,-5.288867108753258e-05
68048,-0.0421031145286278,-5.2889048782817495e-05
68128,-0.06417768801838647,-5.287764238526504e-05
68182,-0.04429595295476277,-5.2887915696969494e-05
68253,-0.1008224546062419,-5.2858707261754074e-05
68280,-0.06559085055967344,-5.2876912174381276e-05
68324,-0.06125390345020651,-5.2879153166397954e-05
68342,-0.04553856139623925,-5.288727361498376e-05
68404,-0.09212419551590655,-5.286320183562077e-05
68431,-0.0820615036270872,-5.2868401440684774e-05
68468,0.049094599127185286,-5.293617256430058e-05
68529,-0.08637408586515263,-5.2866173038514485e-05
68565,-0.12477312319391604,-5.284633144633063e-05
68627,-0.011037903491715783,-5.2905100832342925e-05
