Entity,2000,2005,2010,2015,2018
Afghanistan,0.0,-0.0008393688365745728,-1.3950404469735873,-1.4045019352151622,-1.3991654355543373
Albania,0.10807786552143905,0.3388519800476113,0.3641545956960412,0.15795375077853602,0.28236483977508736
Algeria,-1.2817653548445411,-1.190577464484312,-1.2915583856400799,-1.2322250448758878,-1.220382044211841
Andorra,1.6649807050299075,1.4344958803701877,1.1684924360610316,1.1796514198739558,1.2125216731110477
Angola,-0.7759459524408957,-0.27828621686877886,0.47469225212046967,0.4498673705200845,0.2267970289524197
Antigua and Barbuda,-0.2260413727635379,-0.17095783479636312,-0.12738519563811987,-0.04542868920532987,0.09150148955809806
Argentina,0.6138972679250845,0.5646887839916525,2.0888757659660494e-16,0.8303121700193159,0.8815307999499399
Armenia,-0.4348658966916483,-0.07704550048299945,-0.10621841036535679,-0.05739236214555723,-0.10902582775848565
Australia,1.3030181968878494,1.329403506257614,1.4695311599403267,1.1365821972891372,1.0893060925912192
Austria,1.6278563452204655,1.4881600714063954,1.4248457243644934,1.4332812862067768,1.4396248999515164
Azerbaijan,-0.6158471507626775,-0.9669766685001127,-0.7459256986088582,-0.35887692023928763,-0.38444889009692584
Bahamas,-0.12162911079948259,-0.4146827024191403,-0.4754612201235543,-0.3660551240034241,-0.2950571944256776
Bahrain,-1.0126137462260876,-0.9781567082993226,-1.046964422488153,-1.143693865118205,-1.1865581593632606
Bangladesh,-1.3629748919276952,-1.3359179818740414,-1.4067997721251224,-1.4497246189292219,-1.4453108784549005
Barbados,0.2333725798783054,0.28295178105156144,0.42530308648402293,0.7776720090823153,0.8911947670495342
Belarus,2.10351220527894,2.049398069326736,2.6548711352150494,1.4165321440904584,1.3164093194316875
Belgium,1.4816791784707883,1.5641843420410233,1.2366965219399346,1.3734629215056398,1.2270176237604395
Belize,-0.128589928263753,0.2292875900153536,0.22069082884731475,0.15795375077853602,0.05284562115972044
Benin,-0.8455541270835991,-0.8730643341867489,-0.8635189501242077,-0.7441071889146098,-0.7710075740807016
