,Code,City_x,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another,City_y,County,IndicativJudet,NumeJudet,Regiune,MacroRegiune
0,1017,Municipiul Alba Iulia,55671,1010,1119,4,115,13,9,0,0,0,5,3,6,38,19,0,5,4,0,7,0,13,Municipiul Alba Iulia,ab,ab,Alba,Centru,1
1,1071,Ciugud,2941,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciugud,ab,ab,Alba,Centru,1
2,1151,Oras Abrud,4703,29,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Abrud,ab,ab,Alba,Centru,1
3,1213,Municipiul Aiud,16955,3364,930,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,Municipiul Aiud,ab,ab,Alba,Centru,1
4,1348,Municipiul Blaj,16146,1304,1706,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipiul Blaj,ab,ab,Alba,Centru,1
5,1455,Oras Campeni,6635,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Campeni,ab,ab,Alba,Centru,1
6,1696,Oras Cugir,18985,187,672,3,40,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,Oras Cugir,ab,ab,Alba,Centru,1
7,1794,Oras Ocna Mures,10187,1141,860,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Ocna Mures,ab,ab,Alba,Centru,1
8,1874,Municipiul Sebes,22429,112,1106,0,255,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,Municipiul Sebes,ab,ab,Alba,Centru,1
9,1936,Oras Zlatna,6710,30,344,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Zlatna,ab,ab,Alba,Centru,1
10,2130,Albac,1986,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albac,ab,ab,Alba,Centru,1
11,2309,Almasu Mare,1258,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Almasu Mare,ab,ab,Alba,Centru,1
12,2381,Arieseni,1726,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arieseni,ab,ab,Alba,Centru,1
13,2577,Avram Iancu,1413,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avram Iancu,ab,ab,Alba,Centru,1
14,2915,Oras Baia De Aries,3354,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Baia De Aries,ab,ab,Alba,Centru,1
15,2988,Berghin,1699,13,81,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berghin,ab,ab,Alba,Centru,1
16,3039,Bistra,4357,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bistra,ab,ab,Alba,Centru,1
17,3397,Blandiana,863,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blandiana,ab,ab,Alba,Centru,1
18,3459,Bucium,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bucium,ab,ab,Alba,Centru,1
19,3761,Cenade,784,4,104,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cenade,ab,ab,Alba,Centru,1
20,3805,Cergau,1252,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cergau,ab,ab,Alba,Centru,1
21,3841,Ceru-Bacainti,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceru-Bacainti,ab,ab,Alba,Centru,1
22,3958,Cetatea De Balta,1347,491,912,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cetatea De Balta,ab,ab,Alba,Centru,1
23,4008,Ciuruleasa,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciuruleasa,ab,ab,Alba,Centru,1
24,4106,Calnic,1184,4,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calnic,ab,ab,Alba,Centru,1
25,4142,Cricau,1807,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cricau,ab,ab,Alba,Centru,1
26,4188,Craciunelu De Jos,1823,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craciunelu De Jos,ab,ab,Alba,Centru,1
27,4240,Daia Romana,2691,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daia Romana,ab,ab,Alba,Centru,1
28,4268,Dostat,901,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dostat,ab,ab,Alba,Centru,1
29,4302,Farau,1093,348,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Farau,ab,ab,Alba,Centru,1
30,4366,Galda De Jos,4023,298,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Galda De Jos,ab,ab,Alba,Centru,1
31,4482,Garbova,1777,3,159,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garbova,ab,ab,Alba,Centru,1
32,4525,Garda De Sus,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garda De Sus,ab,ab,Alba,Centru,1
33,4703,Hoparta,890,8,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoparta,ab,ab,Alba,Centru,1
34,4767,Horea,2009,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horea,ab,ab,Alba,Centru,1
35,4927,Ighiu,5846,27,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ighiu,ab,ab,Alba,Centru,1
36,4981,Intregalde,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intregalde,ab,ab,Alba,Centru,1
37,5103,Jidvei,3237,96,1071,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jidvei,ab,ab,Alba,Centru,1
38,5167,Livezile,1156,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Livezile,ab,ab,Alba,Centru,1
39,5210,Lopadea Noua,1269,1431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lopadea Noua,ab,ab,Alba,Centru,1
40,5309,Lunca Muresului,1458,596,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lunca Muresului,ab,ab,Alba,Centru,1
41,5336,Lupsa,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lupsa,ab,ab,Alba,Centru,1
42,5577,Metes,2780,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metes,ab,ab,Alba,Centru,1
43,5700,Mihalt,2917,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mihalt,ab,ab,Alba,Centru,1
44,5755,Miraslau,1280,532,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miraslau,ab,ab,Alba,Centru,1
45,5826,Mogos,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mogos,ab,ab,Alba,Centru,1
46,6048,Noslac,1284,230,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noslac,ab,ab,Alba,Centru,1
47,6119,Ocolis,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ocolis,ab,ab,Alba,Centru,1
48,6164,Ohaba,702,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohaba,ab,ab,Alba,Centru,1
49,6217,Pianu,2995,3,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pianu,ab,ab,Alba,Centru,1
50,6271,Poiana Vadului,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poiana Vadului,ab,ab,Alba,Centru,1
51,6397,Ponor,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponor,ab,ab,Alba,Centru,1
52,6468,Posaga,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Posaga,ab,ab,Alba,Centru,1
53,6547,Radesti,913,216,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radesti,ab,ab,Alba,Centru,1
54,6592,Rametea,146,958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rametea,ab,ab,Alba,Centru,1
55,6627,Ramet,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ramet,ab,ab,Alba,Centru,1
56,6761,Rosia Montana,2239,6,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosia Montana,ab,ab,Alba,Centru,1
57,6930,Rosia De Secas,1412,7,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosia De Secas,ab,ab,Alba,Centru,1
58,6976,Salciua,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salciua,ab,ab,Alba,Centru,1
59,7044,Salistea,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salistea,ab,ab,Alba,Centru,1
60,7099,Sasciori,5511,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sasciori,ab,ab,Alba,Centru,1
61,7197,Scarisoara,1362,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scarisoara,ab,ab,Alba,Centru,1
62,7348,Sancel,2179,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sancel,ab,ab,Alba,Centru,1
63,7384,Santimbru,2578,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santimbru,ab,ab,Alba,Centru,1
64,7446,Sohodol,1642,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sohodol,ab,ab,Alba,Centru,1
65,7767,Stremt,2339,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stremt,ab,ab,Alba,Centru,1
66,7810,Sibot,2058,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sibot,ab,ab,Alba,Centru,1
67,7865,Sona,2734,930,223,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sona,ab,ab,Alba,Centru,1
68,7945,Spring,2190,4,82,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,ab,ab,Alba,Centru,1
69,8014,Sugag,2628,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sugag,ab,ab,Alba,Centru,1
70,8096,Oras Teius,5595,259,511,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Teius,ab,ab,Alba,Centru,1
71,8158,Unirea,3322,500,716,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unirea,ab,ab,Alba,Centru,1
72,8229,Vadu Motilor,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vadu Motilor,ab,ab,Alba,Centru,1
73,8354,Valea Lunga,2634,66,114,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valea Lunga,ab,ab,Alba,Centru,1
74,8425,Vidra,1609,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vidra,ab,ab,Alba,Centru,1
75,8826,Vintu De Jos,4453,46,81,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Vintu De Jos,ab,ab,Alba,Centru,1
76,9019,Cut,1046,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cut,ab,ab,Alba,Centru,1
77,9026,Bucerdea Granoasa,1437,415,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bucerdea Granoasa,ab,ab,Alba,Centru,1
78,9262,Municipiul Arad,125310,15396,2528,61,1259,18,14,0,425,330,180,4,7,231,100,41,28,21,6,14,0,142,Municipiul Arad,ar,ar,Arad,Vest,4
79,9280,Fantanele,2548,235,17,6,22,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,9,Fantanele,ar,ar,Arad,Vest,4
80,9333,Livada,2515,241,8,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,Livada,ar,ar,Arad,Vest,4
81,9360,Sofronea,1647,836,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sofronea,ar,ar,Arad,Vest,4
82,9397,Vladimirescu,9538,212,52,8,128,5,0,0,8,22,6,0,0,3,3,0,0,0,0,0,0,3,Vladimirescu,ar,ar,Arad,Vest,4
83,9459,Oras Chisineu-Cris,5522,1443,467,0,34,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,3,Oras Chisineu-Cris,ar,ar,Arad,Vest,4
84,9495,Oras Curtici,5900,208,646,14,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Oras Curtici,ar,ar,Arad,Vest,4
85,9538,Oras Ineu,7715,593,528,3,30,0,0,0,0,7,0,0,0,4,7,0,0,0,0,0,0,0,Oras Ineu,ar,ar,Arad,Vest,4
86,9574,Oras Lipova,8957,280,123,20,123,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,5,Oras Lipova,ar,ar,Arad,Vest,4
87,9627,Oras Nadlac,3281,178,365,32,21,5,0,0,11,3179,0,0,0,0,0,14,0,0,0,0,0,0,Oras Nadlac,ar,ar,Arad,Vest,4
88,9654,Oras Pancota,5154,454,729,60,144,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Oras Pancota,ar,ar,Arad,Vest,4
89,9690,Oras Sebis,5197,130,377,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,Oras Sebis,ar,ar,Arad,Vest,4
90,9743,Almas,2429,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Almas,ar,ar,Arad,Vest,4
91,9798,Apateu,2979,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apateu,ar,ar,Arad,Vest,4
92,9832,Archis,1401,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archis,ar,ar,Arad,Vest,4
93,9887,Bata,1012,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bata,ar,ar,Arad,Vest,4
94,9930,Beliu,2712,49,118,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beliu,ar,ar,Arad,Vest,4
95,10006,Birchis,1622,0,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Birchis,ar,ar,Arad,Vest,4
96,10051,Barsa,1714,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barsa,ar,ar,Arad,Vest,4
97,10104,Barzava,2547,10,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barzava,ar,ar,Arad,Vest,4
98,10195,Bocsig,2992,51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bocsig,ar,ar,Arad,Vest,4
99,10239,Brazii,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazii,ar,ar,Arad,Vest,4
100,10293,Buteni,3288,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buteni,ar,ar,Arad,Vest,4
101,10346,Carand,928,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carand,ar,ar,Arad,Vest,4
102,10373,Cermei,2288,132,185,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cermei,ar,ar,Arad,Vest,4
103,10417,Chisindia,1244,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chisindia,ar,ar,Arad,Vest,4
104,10453,Conop,2133,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conop,ar,ar,Arad,Vest,4
105,10514,Covasint,1789,19,627,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Covasint,ar,ar,Arad,Vest,4
106,10532,Craiva,2355,0,315,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craiva,ar,ar,Arad,Vest,4
107,10649,Dezna,1173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dezna,ar,ar,Arad,Vest,4
108,10701,Dieci,1430,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dieci,ar,ar,Arad,Vest,4
109,10765,Ususau,1325,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ususau,ar,ar,Arad,Vest,4
110,10827,Felnac,2231,18,375,0,9,0,0,0,162,0,4,0,0,0,0,0,0,0,0,0,0,0,Felnac,ar,ar,Arad,Vest,4
111,10872,Ghioroc,3020,559,19,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Ghioroc,ar,ar,Arad,Vest,4
112,10916,Graniceri,1977,16,141,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Graniceri,ar,ar,Arad,Vest,4
113,10943,Gurahont,3805,11,54,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gurahont,ar,ar,Arad,Vest,4
114,11058,Halmagiu,2774,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halmagiu,ar,ar,Arad,Vest,4
115,11174,Halmagel,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halmagel,ar,ar,Arad,Vest,4
116,11236,Hasmas,1227,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hasmas,ar,ar,Arad,Vest,4
117,11307,Ignesti,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ignesti,ar,ar,Arad,Vest,4
118,11352,Iratosu,1145,1070,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Iratosu,ar,ar,Arad,Vest,4
119,11398,Macea,4854,140,344,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macea,ar,ar,Arad,Vest,4
120,11423,Misca,1331,1300,911,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misca,ar,ar,Arad,Vest,4
121,11478,Moneasa,840,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moneasa,ar,ar,Arad,Vest,4
122,11502,Olari,1043,555,165,6,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,Olari,ar,ar,Arad,Vest,4
123,11539,Paulis,3644,102,183,0,20,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,9,Paulis,ar,ar,Arad,Vest,4
124,11584,Oras Pecica,7361,3316,996,30,34,0,4,0,43,42,4,0,0,5,0,0,0,0,0,0,0,0,Oras Pecica,ar,ar,Arad,Vest,4
125,11637,Peregu Mare,412,730,15,19,55,0,0,0,0,203,0,0,0,0,0,55,0,0,0,0,0,88,Peregu Mare,ar,ar,Arad,Vest,4
126,11664,Petris,1478,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petris,ar,ar,Arad,Vest,4
127,11735,Pilu,1667,102,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pilu,ar,ar,Arad,Vest,4
128,11762,Plescuta,1198,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plescuta,ar,ar,Arad,Vest,4
129,11842,Savarsin,2795,18,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Savarsin,ar,ar,Arad,Vest,4
130,11940,Secusigiu,4467,297,246,13,41,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,Secusigiu,ar,ar,Arad,Vest,4
131,11995,Seleus,2976,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seleus,ar,ar,Arad,Vest,4
132,12037,Semlac,2875,98,308,17,85,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13,Semlac,ar,ar,Arad,Vest,4
133,12055,Sintea Mare,1840,1226,347,0,39,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,Sintea Mare,ar,ar,Arad,Vest,4
134,12091,Oras Santana,9119,222,958,12,333,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,Oras Santana,ar,ar,Arad,Vest,4
135,12126,Socodor,2046,92,185,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Socodor,ar,ar,Arad,Vest,4
136,12144,Sagu,3238,111,238,3,34,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,5,Sagu,ar,ar,Arad,Vest,4
137,12206,Seitin,2529,22,266,9,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Seitin,ar,ar,Arad,Vest,4
138,12224,Sepreus,1985,7,310,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Sepreus,ar,ar,Arad,Vest,4
139,12242,Sicula,4120,11,58,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Sicula,ar,ar,Arad,Vest,4
140,12288,Silindia,751,99,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Silindia,ar,ar,Arad,Vest,4
141,12340,Simand,3248,128,342,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Simand,ar,ar,Arad,Vest,4
142,12368,Siria,6301,233,857,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Siria,ar,ar,Arad,Vest,4
143,12402,Sistarovat,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sistarovat,ar,ar,Arad,Vest,4
144,12457,Taut,1648,9,17,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Taut,ar,ar,Arad,Vest,4
145,12509,Tarnova,4932,16,117,557,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Tarnova,ar,ar,Arad,Vest,4
146,12572,Varadia De Mures,1692,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varadia De Mures,ar,ar,Arad,Vest,4
147,12643,Vinga,3336,1211,650,59,35,0,0,0,12,151,333,0,0,0,0,0,0,0,0,0,0,0,Vinga,ar,ar,Arad,Vest,4
148,12689,Varfurile,2621,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Varfurile,ar,ar,Arad,Vest,4
149,12778,Zabrani,4005,48,0,11,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Zabrani,ar,ar,Arad,Vest,4
150,12812,Zarand,2407,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zarand,ar,ar,Arad,Vest,4
151,12849,Zerind,115,1152,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerind,ar,ar,Arad,Vest,4
152,12876,Zimandu Nou,2806,1539,86,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zimandu Nou,ar,ar,Arad,Vest,4
153,12912,Dorobanti,141,1429,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dorobanti,ar,ar,Arad,Vest,4
154,12920,Frumuseni,2340,67,14,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frumuseni,ar,ar,Arad,Vest,4
155,12938,Zadareni,2297,49,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zadareni,ar,ar,Arad,Vest,4
156,13169,Municipiul Pitesti,145870,100,834,4,39,42,13,0,13,0,0,0,37,35,13,0,3,6,33,6,5,81,Municipiul Pitesti,ag,ag,Arges,Sud,3
157,13187,Bascov,9802,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bascov,ag,ag,Arges,Sud,3
158,13276,Bradu,6721,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bradu,ag,ag,Arges,Sud,3
159,13301,Oras Mioveni,30324,7,200,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,Oras Mioveni,ag,ag,Arges,Sud,3
160,13365,Maracineni,4991,0,78,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Maracineni,ag,ag,Arges,Sud,3
161,13392,Oras Stefanesti,12847,3,834,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Oras Stefanesti,ag,ag,Arges,Sud,3
162,13490,Municipiul Campulung,29221,27,570,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,Municipiul Campulung,ag,ag,Arges,Sud,3
163,13524,Valea Mare Pravat,3060,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valea Mare Pravat,ag,ag,Arges,Sud,3
164,13622,Municipiul Curtea De Arges,25839,38,87,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,Municipiul Curtea De Arges,ag,ag,Arges,Sud,3
165,13668,Oras Costesti,9838,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oras Costesti,ag,ag,Arges,Sud,3
166,13757,Oras Topoloveni,9878,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Oras Topoloveni,ag,ag,Arges,Sud,3
167,13819,Albestii De Arges,5267,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albestii De Arges,ag,ag,Arges,Sud,3
168,13891,Albestii De Muscel,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albestii De Muscel,ag,ag,Arges,Sud,3
169,13935,Albota,3673,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albota,ag,ag,Arges,Sud,3
170,13999,Aninoasa,2632,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aninoasa,ag,ag,Arges,Sud,3
171,14049,Arefu,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arefu,ag,ag,Arges,Sud,3
172,14085,Babana,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Babana,ag,ag,Arges,Sud,3
173,14165,Baiculesti,5480,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baiculesti,ag,ag,Arges,Sud,3
174,14272,Balilesti,3866,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balilesti,ag,ag,Arges,Sud,3
