Tara,C1,C2,C3,C4,C5,C6,C7
Liberia,-2.4448653344713307,-2.021479753475249,-0.6995244484276444,0.27245776046477327,-0.420907544197833,0.5922027634643724,-0.2738768871171065
Libyan Arab Jamahiriya,0.823351547703976,2.4717779336696823,0.6880630671964912,0.125743544370336,-0.47185068149481396,0.36808247696229845,0.04763394986491881
Lithuania,-0.07618784632738686,1.6929746670156176,1.293354776211156,-0.0795934290840743,0.9909889686354335,-0.32029468803374084,0.21836836812978094
Luxembourg,1.998533053641534,0.4055777396163578,-1.2938931360943051,-1.1476647838090122,0.06261277226597985,-0.4900099313741038,0.25225298121882994
Madagascar,-1.2611231068845299,1.1037176299843956,0.5954543073660339,-0.4326373425631599,-1.8656429465782338,-0.5194487322538455,-0.16365668175516052
Malawi,-3.491472132329764,1.293410309876987,-1.2313922390907872,-0.16354933853223785,-0.5694532467976022,0.19354429401671236,0.13837370810103317
Malaysia,1.0936845303721825,0.23524807838891074,-0.4304922617456196,-0.4562223836778461,1.7972699018820797,0.5660914496645228,-0.027675379926498874
Maldives,0.5866697158458863,-0.9543765480544683,0.015915511275098715,-0.3986962324066469,0.2098372727032692,-0.1149339748765944,-0.29516716011674404
Mali,-2.4450143516910745,-1.019418976506515,0.42955541563430377,1.2206339969440345,-1.2758274130379301,0.4462842428892743,-0.22824868790892083
Malta,1.4437244698533538,2.638361154246079,0.2196406312985786,1.3781942632872837,1.8291371462923287,0.5830177761915067,0.07322355273740479
Marshall Islands,-0.6125600901045192,0.1474412419327033,0.05012468010135064,0.7866734620197773,-2.0123044338114346,0.19385888785240576,0.37816014932763065
Mauritania,-1.3743705618756195,1.1117292546494821,0.6520066309423956,-0.9759528004632286,1.357437487447545,0.21576531443531033,-0.5275753139904298
Mauritius,1.6758792206873303,0.49759104363692674,-0.8526009149098394,-1.7928457538962028,-0.5194423427229382,0.764336137989297,-0.027980353449986037
Mexico,1.4155030680918683,-1.7236452609743373,-0.28890215552192255,0.12580772692267123,0.7628766527945386,0.014157088204476332,-0.05830175600700437
Micronesia (Federated States of),0.5852031031559106,-0.23091029794791806,-0.03631844107438648,-1.6778775621995659,0.5600068607637898,0.04272103163012667,-0.12793313452165717
Monaco,1.5320340488324347,-0.6696049718148007,0.055203293319523374,-0.4431452167996199,-0.37447464684864223,-1.3307832907509616,0.3008217970907955
Mongolia,-0.7625594451563699,0.9454729586437696,0.8006465491119035,0.7769798711553939,-0.5794354622325042,-0.2087129377484945,0.11276571720750565
Montenegro,0.3273840406344254,-1.85028029330368,1.0619466914007218,-0.3065672229138776,0.5737508856973488,-0.9923405542058732,-0.4195800521674183
Morocco,0.5158144368231146,0.6321995699658679,-0.22047968217169797,1.565782025653109,-0.959695274877215,-0.0820357965623781,-0.3157549675921597
Mozambique,-2.882734557913529,-0.6631899334093774,-0.22159252470909838,1.5755044623454393,1.116273072774945,0.5583164962370459,-0.2767245898269851
Myanmar,-0.6319695436463861,1.6750856478744847,-0.6267770411043067,-0.7326004295921866,-1.484356909466498,-0.007212774673033411,-0.007829060831301035
Namibia,-1.3004165139922406,-0.5156308731740867,-0.7729654753932886,-1.835187297389795,1.0347585847991092,0.20431728576908195,-0.36010790548267824
Nauru,-2.309308408016946,-0.5261885803566139,6.362021952516681,-0.5115084182610214,0.3058294610776964,-1.0598562115859838,0.6360402424722337
Nepal,-0.1955586248222373,-0.5124051232294665,-0.7984124712100252,-1.7705729023757133,-0.44937098047503876,0.16351239519993424,0.03251634037126568
Netherlands,2.369768603560203,-1.3819509749449836,0.035088245108217314,-0.276664445365552,0.9102908202360732,0.2603153743495606,0.028748673870991424
New Zealand,1.7861862414578595,-0.2691874262949683,1.0046041617855523,-0.8588263591125789,0.18237867746519948,-0.5881407106951367,0.07212393166250361
Nicaragua,0.2909329688757816,0.5508291786371847,0.5285445237858769,1.8341959900804408,-0.9160522380070288,-0.057774361559818146,-0.1004819939673694
Niger,-4.12473518988251,1.2146599867763692,-0.5202766704748109,0.16966475377930154,2.153653274377709,-0.13137480039398983,0.19196801719496354
Nigeria,-2.823009235630115,0.3187138106641471,-0.36262160262593524,0.6105998232610715,1.414604967652078,0.08954473907637008,0.1079603333812173
Niue,0.836600995086451,-0.8330633862153802,-0.8306589857910873,-0.4750817017642184,-0.6314195639296046,-0.21835229776556095,-0.12334377463914045
Norway,2.107902203326722,-0.15648884645219152,-0.30309146979866264,-0.5388273162870477,-0.29336100036739987,-0.34542599032977295,0.15476758953096859
Oman,0.6195002928995905,-0.7827254065909506,1.7636282854520855,0.6652231686927712,0.9872510335785318,-0.31539025432954015,-0.09425059105827924
Pakistan,0.06560486235176385,-0.09048691726480529,-0.6157011747371107,1.4001959997305078,0.34886281569513405,0.9690907289825377,-0.35159891304821944
Palau,0.4991801080448382,-0.6641863252149602,0.1497863494067825,-1.0999731314853958,0.7305686097818958,-0.014930080677584359,0.08415248056538123
Panama,0.8324781588873839,0.40337718188207916,0.6087201882196492,-0.8375412997790871,1.3508489377832154,-0.7716266082243582,-0.06198883684675188
Papua New Guinea,-0.9047219085882415,0.7243569044879538,0.7025389904455174,0.2840393601916457,-0.8226079817315824,0.014536835000635542,-0.02800924581115691
Paraguay,0.9555051959988394,1.810707166626342,0.5374186235378027,0.046530171740753926,-0.957462300707715,0.23831758203164818,-0.21374596670581084
Peru,0.22974493774720703,0.032793148073596394,-0.7149489067117094,1.29993425757003,-0.6154798015825313,-0.4315086551643314,-0.011911630686940936
Philippines,0.2979198547636786,-2.2477309242373233,-0.33563498871332725,0.1511549309817698,-0.049529434720119746,-0.41888586716718584,0.03618681657239327
Poland,1.6868659887453121,-2.0311200933309816,0.6303743009963778,0.5836400294591239,0.3737946609677072,0.5742487515643269,0.0420319185324319
Portugal,1.469237154000589,0.1285897240108358,1.214094328350384,1.1539261309602256,-1.4523380239843071,-0.16187419471348855,0.07591785411728391
Qatar,0.835091882500911,-0.7294473134137923,-0.2934421245292638,-0.00041650568966819355,-0.19617621820832284,-1.5242440102947057,-0.29565308529759443
Republic of Korea,2.289487815589709,0.26422450434201794,-0.13117376886922855,-0.1705328574647985,-0.39593543475008175,0.9730342197710781,0.016547898669495634
Republic of Moldova,0.5458803817932643,-1.7044818108448399,-6.423420303345453e-05,0.37460090967993365,-0.12525313384857628,0.1706910279589184,0.12335652223020473
Romania,0.12348624346420399,1.127545120925287,-0.086759510104617,0.881432209249507,0.5029176022131807,-0.3780226517747475,0.11019036955075116
Russian Federation,-0.5891932158009844,-0.9965995711793104,-0.6487958768924218,0.9857212890399771,1.1347937196982703,0.14985811987747044,0.4993179429988969
Rwanda,-3.3296700925248413,0.23896563500873227,-0.7330467562172063,-0.36351858824922,0.45465848998488284,0.11930707952570598,0.34034796801453615
Saint Kitts and Nevis,-0.7227400902121872,0.09979012027102828,-1.155880002947133,-1.6419845983365462,-0.41239606662606265,-2.970504333521713,0.17178962753927887
Saint Lucia,-0.12685626903815056,-0.34759593523737337,0.5559691374414379,-0.13007009424940238,2.2525695571835027,-1.1460075374765233,0.021484890960626
Saint Vincent and the Grenadines,0.281968044248942,0.02636974479967221,-2.0207191784977585,0.9921699435825128,0.860588434055536,0.14789610655187613,0.20605853301209
Samoa,0.7007153708321698,-0.9394491705468566,0.4738619444744687,0.14896995952746425,-0.7360072884471376,0.34916144474205274,0.06592376924096939
San Marino,1.8202399499232313,-1.5357225435544484,-1.4686291139143377,0.15538584142699155,-0.02974975123842461,-1.4402423319057018,0.10415889249636193
Sao Tome and Principe,-0.454641247979382,-1.045778335288196,-0.12264434681568866,1.0638165626047684,-0.9502245993668765,-0.33624526343685757,-0.14701463751375474
Saudi Arabia,-0.1550468853483684,1.9698466755776685,0.4365984607608092,0.07556277907644125,0.7196224526972858,-0.43306522925834384,0.023847959088392094
Senegal,-2.2149288303970214,1.1363557270047566,-2.18319010012284,2.0776164960947034,0.9528743372483118,-0.6775377084328738,-0.11427459878224629
Serbia,-0.6866817311144054,-0.32326827696209737,1.0537434211927645,-0.08756064752970924,-1.1875281827810516e-05,-0.8141201208342078,-0.9199412512913626
Seychelles,0.012403828260415075,-0.3586454946260004,2.692055362760104,0.6497230073412499,-1.232820125959853,-0.8699313681312117,-0.10603764313775724
Sierra Leone,-3.473081971762416,-1.9928112192382168,0.4975608853887648,-0.8234977436989848,-1.0105675859875312,0.7593267351233238,0.023119476335181476
Singapore,1.3440674885744686,-0.08671905464846172,0.06992320526521971,0.09415005112041971,0.01051377439319002,-1.0402349505307276,0.009745239062675949
Slovakia,1.6739534255717574,-1.1803398361523159,-2.441885147769452,-0.6505188346821305,-0.3655980612316086,-0.22173782012077686,0.1295467488592622
Slovenia,2.006841437728956,0.47251079527645057,0.15080241527822658,-0.4723987040110749,-0.1946743831323652,0.5200608592763605,0.1346402105656313
Solomon Islands,-0.03653158910281453,1.7552861488311913,-0.9865208332981373,0.055503002578606596,0.8293858372826497,0.1544479074975968,-0.2897152939778
Somalia,-2.850358660350794,0.8775642233009721,1.2539418482730775,-0.02551410089909364,0.682445785038221,-0.016007223642344384,-0.557792336110772
South Africa,-1.6178500119008838,-1.6253189102240049,0.49113376985001345,0.5011491493828885,0.11751747350939716,0.5687439582312728,-0.06319216930624695
Spain,2.114791268411187,-0.05750269836696374,0.018318213782675632,-1.4480246948168276,0.19313241659645028,-0.5675362488896895,0.22419463683047378
Sri Lanka,1.2193780401217273,-1.2605728029165981,0.5482122125587034,-0.725835061095488,0.27020843423342644,0.7607204236615782,0.1498967076122966
Sudan,-1.089830062096456,-0.6539133544390178,-1.1050977599261824,0.2871738797034817,-0.1616787488084007,-0.2676652857296783,-0.16070115479697453
Suriname,-0.37029898567412695,2.037660167382765,0.8103477222697442,0.15274888098929013,-0.13940357171766407,-0.13308446981534994,0.13674622347124624
Swaziland,-3.206100429439655,-0.33288814502103947,-2.177465184847905,1.2918445172413329,0.5635217571527951,0.4534249254374537,-0.20460885756961217
Sweden,2.3015140738486806,-0.2482420148624566,1.555713711740058,-0.3438273386910158,0.18401207219242496,0.0731974138131922,0.08789729134385657
Switzerland,1.6826036727936635,0.9072824791321636,0.6030426853930141,2.9367290647300663,0.5346350445962068,0.5360263536476978,0.17157329865341756
Syrian Arab Republic,0.1468919899130809,1.4895552073029907,-0.9867002373692081,0.78793252296316,0.4299036818202098,-0.3932520473189396,0.016874159043462195
Tajikistan,-1.0615466521435695,0.14740577328806287,0.7666744129721491,2.2953067073673505,-0.05898990617734951,-0.31657702051319986,-0.04203387598919412
Thailand,0.49966231211630413,-1.4655843915408293,-0.0016255658488238964,0.6354910445679536,-0.15710052806554117,0.08238170600733105,0.052656430405887925
The former Yugoslav Republic of Macedonia,1.5892304659261813,-0.42346920833746543,-0.41858876437379955,-0.5467097712161006,0.38159619305852155,0.6407820056186914,-0.13477910083070177
Timor-Leste,-0.6826163069173824,-1.6204279105873614,0.20170902976703453,-0.052975443766461905,0.17591429106531528,-0.2905771054362924,-0.35757957348030306
Togo,-1.6140964716133526,0.8777535907874747,-0.30028943035754596,-1.336226839154778,-0.49834432913111304,-0.287075509607709,-0.18602229488258687
Tonga,0.33688839396815334,1.266150585855557,1.6406118334932458,0.7589199123204694,1.7170470567524965,0.7360307642171123,0.05372409665243872
Trinidad and Tobago,0.5458843322103772,-0.274884009252742,0.9393052573940082,1.798497553583326,-1.450122240957256,0.3198504177373204,0.12699909655932107
Tunisia,1.2219434972502,0.2939927079244616,0.5116449292590118,-1.1762451700759622,-0.5331448578880666,0.09008823990216354,-0.17276438924125487
Turkey,1.0194997353852104,0.5577132778253693,-0.2918484452838224,-0.6459971418751913,-0.8911821863600351,-0.10556553482891577,-0.10945125827896965
Turkmenistan,-0.49020584998054906,0.6743473325490952,0.04788692398560813,0.11009447523763505,-1.51485228332072,0.00925817491811711,0.05938446724620485
Tuvalu,-0.14593251507964444,-1.4850306668937927,-0.6286735928747568,-0.7513363965766554,0.21901235994039092,-0.08490494555816638,-0.1498813469396343
Uganda,-3.0863648484404536,0.1640966796659219,0.780841100829684,-1.0249311610615215,-0.2536242468539522,0.34506562866543367,0.9552635433900385
Ukraine,-0.45978035594190847,1.1259208890492498,0.42428223441409507,1.1831704364496636,0.1131429507957403,0.15939840657683557,0.2831158461025684
United Arab Emirates,1.4201449526877643,1.3436915890039485,-0.15773890695844428,-0.4082958374619243,-0.5433263720769027,0.06601005383462287,-0.27975433953685785
United Kingdom,1.8607353131002464,0.8137101701690685,2.6976875086216854,-0.2768921401274845,0.26324472476087535,0.26355178951909775,0.043538321430702756
United Republic of Tanzania,-3.0143538060823394,0.5055960271342995,0.8562659853071036,-0.78615762211611,0.2707121039968331,0.456928863750166,0.4254779493822671
United States of America,1.1074491300097473,1.5063621961990494,-0.2617273583605468,1.4745259666823498,0.9722857508769066,0.20387653259854221,0.16746538904019923
Uruguay,0.8987379434469357,-0.2681022408516732,0.09320548518932177,0.6883294220246063,1.1254814450255515,-0.2080755678005564,0.045703494633418246
Uzbekistan,0.2472768442009448,0.6229845416605699,0.37172641712920934,-0.5900312457423994,-1.4006015030970462,-0.4275051175471488,-0.030053042412195887
Vanuatu,0.28910697011150854,0.905253726242853,0.6828021193079908,-0.04543363725186066,-1.4873003955669224,-0.08538421701047512,-0.039806136704220216
Venezuela,1.3413866153324703,-0.7849125639210446,-1.0386385160497276,0.6894433067532806,-0.6448212455174229,0.11181016212109789,-0.04792829217050715
Viet Nam,1.1631633319208134,-1.653540350959802,0.7259311199011703,0.6011110027080727,0.27412144167235075,0.6377153850138092,-0.1784711658967772
Yemen,-0.5893820677714703,-0.9600150074655465,-0.9042093004506039,-1.4498065413620622,-0.04178302543890505,-0.4499694359730742,-0.35978485283648526
Zambia,-3.6259231884199568,-2.0770655022726867,-1.542938241685427,0.07093583782439543,-0.04170105144949704,0.7171656385589176,0.8013565631631901
